id,text,entities,meta
413,"He became the drummer for former ""American Idol"" semi-finalist Haley Reinhart.","[{""start"": 34, ""end"": 47, ""label"": ""WORKOFART""}, {""start"": 63, ""end"": 77, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
414,"He was played by Kenneth Cranham in ""A.D. The Bible Continues"".","[{""start"": 17, ""end"": 32, ""label"": ""PERSON""}, {""start"": 37, ""end"": 61, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
415,"For this reason it has sometimes been compared to Beethoven's ""Fidelio"".","[{""start"": 50, ""end"": 59, ""label"": ""PERSON""}, {""start"": 63, ""end"": 70, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
416,"Three years later, the band released their breakthrough first album, ""Spit"".","[{""start"": 0, ""end"": 11, ""label"": ""TIMEDATE""}, {""start"": 70, ""end"": 74, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
417,"The song was runner-up of Jan Johansen and ""Se på mig"".","[{""start"": 26, ""end"": 38, ""label"": ""PERSON""}, {""start"": 44, ""end"": 53, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
418,but has since been supplanted by Central Kurdish and Southern Kurdish.,"[{""start"": 33, ""end"": 48, ""label"": ""WORKOFART""}, {""start"": 53, ""end"": 69, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
419,"Ghouls were featured in H. P. Lovecraft's short story ""Pickman's Model"".","[{""start"": 24, ""end"": 39, ""label"": ""PERSON""}, {""start"": 55, ""end"": 70, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
420,"She also sings a cover of ""Sugar Town"" by Nancy Sinatra.","[{""start"": 27, ""end"": 37, ""label"": ""WORKOFART""}, {""start"": 42, ""end"": 55, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
421,He joined Kerry Packer's World Series Cricket in the late seventies.,"[{""start"": 10, ""end"": 22, ""label"": ""PERSON""}, {""start"": 25, ""end"": 45, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
422,"On April 26, his first full-length studio album, ""Mars"", was released.","[{""start"": 3, ""end"": 11, ""label"": ""TIMEDATE""}, {""start"": 50, ""end"": 54, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
423,"Today, the film enjoys enthusiastic reviews; on Rotten Tomatoes, 85% of 33 critical reviews awarded the film a positive review, with an average rating of 7.5 / 10.","[{""start"": 0, ""end"": 5, ""label"": ""TIMEDATE""}, {""start"": 48, ""end"": 63, ""label"": ""WORKOFART""}, {""start"": 65, ""end"": 68, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
424,"The film stars winners and runners-up of the successful TV shows, ""So You Think You Can Dance"", and ""Dancing with the Stars,"" with Witney Carson as its lead.","[{""start"": 67, ""end"": 93, ""label"": ""WORKOFART""}, {""start"": 101, ""end"": 123, ""label"": ""WORKOFART""}, {""start"": 131, ""end"": 144, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
425,"The first season of the show currently holds a 100% approval rating on Rotten Tomatoes based on 12 reviews from critics, though the remaining seasons have not been rated.","[{""start"": 29, ""end"": 38, ""label"": ""TIMEDATE""}, {""start"": 47, ""end"": 51, ""label"": ""AMOUNT""}, {""start"": 71, ""end"": 86, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
426,"Jean Sibelius is not usually cited as an example, although if one were to count ""Kullervo"" as his first symphony, the ill-fated Eighth was the ninth he worked on.","[{""start"": 0, ""end"": 13, ""label"": ""PERSON""}, {""start"": 81, ""end"": 89, ""label"": ""WORKOFART""}, {""start"": 128, ""end"": 134, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
427,"Roger Ebert also felt the film was mired in excessive special effects, but praised the performances of the four leads, as did Mick LaSalle of the ""San Francisco Chronicle"".","[{""start"": 0, ""end"": 11, ""label"": ""PERSON""}, {""start"": 126, ""end"": 138, ""label"": ""PERSON""}, {""start"": 147, ""end"": 170, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
428,"Today, the film is considered to be one of the sharpest comedy films ever made, and holds a near perfect 97% rating on Rotten Tomatoes based on 79 reviews.","[{""start"": 0, ""end"": 5, ""label"": ""TIMEDATE""}, {""start"": 105, ""end"": 108, ""label"": ""AMOUNT""}, {""start"": 119, ""end"": 134, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
429,"For the next full decade, they recorded a string of top-selling albums from 3 + 3 to ""Between the Sheets,"" including the number one album ""The Heat Is On"".","[{""start"": 76, ""end"": 81, ""label"": ""WORKOFART""}, {""start"": 86, ""end"": 104, ""label"": ""WORKOFART""}, {""start"": 139, ""end"": 153, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
430,"Their first project was the stage musical ""Chess"", written with Tim Rice.","[{""start"": 43, ""end"": 48, ""label"": ""WORKOFART""}, {""start"": 64, ""end"": 72, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
431,"Richard Strauss also calls for the low A in his opera ""Intermezzo"".","[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 55, ""end"": 65, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
432,"He has also contributed vocals to a Rick Wakeman album, ""Criminal Record"".","[{""start"": 36, ""end"": 48, ""label"": ""PERSON""}, {""start"": 57, ""end"": 72, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
433,"""The Sims"" is a virtual reality video game developed by Electronic Arts.","[{""start"": 1, ""end"": 9, ""label"": ""WORKOFART""}, {""start"": 56, ""end"": 71, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
434,"It was a parody of ""High School Musical"", and starred Jack Lowden.","[{""start"": 20, ""end"": 39, ""label"": ""WORKOFART""}, {""start"": 54, ""end"": 65, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
435,"Three months later, ""Spin"" named him the greatest frontman of all time.","[{""start"": 0, ""end"": 12, ""label"": ""TIMEDATE""}, {""start"": 21, ""end"": 25, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
436,The film holds a 77% on Rotten Tomatoes based on 30 reviews.,"[{""start"": 17, ""end"": 20, ""label"": ""AMOUNT""}, {""start"": 24, ""end"": 39, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
437,"Titled ""Little Honey"", it was released on October 14 of that year.","[{""start"": 8, ""end"": 20, ""label"": ""WORKOFART""}, {""start"": 42, ""end"": 52, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
438,"Baird Searles dismissed the series as ""a shameless re-echo of"" Topper """".","[{""start"": 0, ""end"": 13, ""label"": ""PERSON""}, {""start"": 63, ""end"": 69, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
439,"""American Idol"" contestant from the season 12 Johnny Keyser also sang it.","[{""start"": 1, ""end"": 14, ""label"": ""WORKOFART""}, {""start"": 46, ""end"": 59, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
440,"Mayank Shekhar of the ""Hindustan Times"" gave it 1.5 out of 5.","[{""start"": 0, ""end"": 14, ""label"": ""PERSON""}, {""start"": 23, ""end"": 38, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
441,It holds a 71% score on Rotten Tomatoes based on 17 reviews.,"[{""start"": 11, ""end"": 14, ""label"": ""AMOUNT""}, {""start"": 24, ""end"": 39, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
442,"Hideo Kojima, creator of the ""Metal Gear"" series, helped produce the title.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 30, ""end"": 40, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
443,"It has a 7% rating on Rotten Tomatoes, based on 28 reviews.","[{""start"": 9, ""end"": 11, ""label"": ""AMOUNT""}, {""start"": 22, ""end"": 37, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
444,"and was inspired to write ""Here Comes Santa Claus"" with Oakley Haldeman.","[{""start"": 27, ""end"": 49, ""label"": ""WORKOFART""}, {""start"": 56, ""end"": 71, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
445,The review aggregator Rotten Tomatoes rated it at 50% from six reviews.,"[{""start"": 22, ""end"": 37, ""label"": ""WORKOFART""}, {""start"": 50, ""end"": 53, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
446,The film holds a 56% rating on the review aggregator Rotten Tomatoes.,"[{""start"": 17, ""end"": 20, ""label"": ""AMOUNT""}, {""start"": 53, ""end"": 68, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
447,"Other musicals have included ""The Wizard of Oz"", and ""All Shook Up"".","[{""start"": 30, ""end"": 46, ""label"": ""WORKOFART""}, {""start"": 54, ""end"": 66, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
448,"He also sang ""Isn't She Lovely"" on the popular television show ""Scrubs"".","[{""start"": 14, ""end"": 30, ""label"": ""WORKOFART""}, {""start"": 64, ""end"": 70, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
449,"One of its tracks, ""Jersey Girl"", was subsequently covered by Bruce Springsteen.","[{""start"": 20, ""end"": 31, ""label"": ""WORKOFART""}, {""start"": 62, ""end"": 79, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
450,The film received an 11% rating Rotten Tomatoes based on 18 reviews.,"[{""start"": 21, ""end"": 24, ""label"": ""AMOUNT""}, {""start"": 32, ""end"": 47, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
451,"Taran Adarsh of ""Bollywood Hungama"" gave it 3 out of 5 stars.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 17, ""end"": 34, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
452,"The Marquesas Islands were initially selected as a backup location for ""Survivor"".","[{""start"": 4, ""end"": 21, ""label"": ""LOCATION""}, {""start"": 72, ""end"": 80, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
453,"The intervening week offered a second episode of ""Let's Make a Deal"".","[{""start"": 29, ""end"": 37, ""label"": ""TIMEDATE""}, {""start"": 50, ""end"": 67, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
454,"The album featured ""All of You"", a duet with friend Julio Iglesias.","[{""start"": 20, ""end"": 30, ""label"": ""WORKOFART""}, {""start"": 52, ""end"": 66, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
455,"""Patriot Games"" mentioned that he had a sister, who lived in Seattle.","[{""start"": 1, ""end"": 14, ""label"": ""WORKOFART""}, {""start"": 61, ""end"": 68, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
456,"Owned and operated by iHeartMedia, the station plays a Regional Mexican format.","[{""start"": 22, ""end"": 33, ""label"": ""ORGANIZATION""}, {""start"": 55, ""end"": 71, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
457,Hans Werner Henze's Eighth Symphony is inspired by sequences from the play.,"[{""start"": 0, ""end"": 17, ""label"": ""PERSON""}, {""start"": 20, ""end"": 35, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
458,"Chuck Eddy from ""Entertainment Weekly"" gave it a B in his review.","[{""start"": 0, ""end"": 10, ""label"": ""PERSON""}, {""start"": 17, ""end"": 37, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
459,"The team's signature song is Brother Bones' whistled version of ""Sweet Georgia Brown"".","[{""start"": 29, ""end"": 42, ""label"": ""PERSON""}, {""start"": 65, ""end"": 84, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
460,"On Rotten Tomatoes, the film holds a rare 0% rating from 20 reviews.","[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 42, ""end"": 44, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
461,"The show used the Al Hirt tune ""Sugar Lips"" as its theme song.","[{""start"": 18, ""end"": 25, ""label"": ""PERSON""}, {""start"": 32, ""end"": 42, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
462,"Television playwright Dennis Potter's final work ""Cold Lazarus"" was inspired by the show.","[{""start"": 22, ""end"": 35, ""label"": ""PERSON""}, {""start"": 50, ""end"": 62, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
463,"It was voted number 275 in Colin Larkin's ""All Time Top 1000 Albums"".","[{""start"": 27, ""end"": 39, ""label"": ""PERSON""}, {""start"": 43, ""end"": 67, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
464,Rotten Tomatoes gives the film a score of 24% based on 114 reviews.,"[{""start"": 0, ""end"": 15, ""label"": ""WORKOFART""}, {""start"": 42, ""end"": 45, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
465,"After leaving the army, he relocated to Chicago, where he edited ""Rogue"" magazine.","[{""start"": 40, ""end"": 47, ""label"": ""LOCATION""}, {""start"": 66, ""end"": 71, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
466,"The film maintains an 80% film rating on Rotten Tomatoes, from 20 reviews.","[{""start"": 22, ""end"": 25, ""label"": ""AMOUNT""}, {""start"": 41, ""end"": 56, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
467,"He also stars in the AMC martial arts drama series ""Into the Badlands"".","[{""start"": 21, ""end"": 24, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 69, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
468,""""" Jack-Ass """" is a single by Beck, taken from the album ""Odelay"".","[{""start"": 30, ""end"": 34, ""label"": ""PERSON""}, {""start"": 58, ""end"": 64, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
469,"The film received mixed reviews, with Rotten Tomatoes giving a rating of 43%.","[{""start"": 38, ""end"": 53, ""label"": ""WORKOFART""}, {""start"": 73, ""end"": 76, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
470,"The demolition featured in an episode of ""The Detonators"" on the Discovery Channel.","[{""start"": 42, ""end"": 56, ""label"": ""WORKOFART""}, {""start"": 65, ""end"": 82, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
471,"On Rotten Tomatoes, the film holds a rating of 24% from 21 reviews.","[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 47, ""end"": 50, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
472,"This is a prequel to ""Chinese Paladin"" and takes place 50 years earlier.","[{""start"": 22, ""end"": 37, ""label"": ""WORKOFART""}, {""start"": 55, ""end"": 63, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
473,The film received generally negative reviews with a 10% rating on Rotten Tomatoes.,"[{""start"": 52, ""end"": 55, ""label"": ""AMOUNT""}, {""start"": 66, ""end"": 81, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
474,"A sequel series with the title ""A.D. The Bible Continues"" aired on NBC.","[{""start"": 32, ""end"": 56, ""label"": ""WORKOFART""}, {""start"": 67, ""end"": 70, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
475,"The series was panned by critics, and holds a 15% on Rotten Tomatoes.","[{""start"": 46, ""end"": 49, ""label"": ""AMOUNT""}, {""start"": 53, ""end"": 68, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
476,"On Rotten Tomatoes, it has a 14% approval rating, based on 59 reviews.","[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 29, ""end"": 32, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
477,"He is the creator of the ""Medal of Honor"" series by Electronic Arts.","[{""start"": 26, ""end"": 40, ""label"": ""WORKOFART""}, {""start"": 52, ""end"": 67, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
478,Rotten Tomatoes gave it a score of 87% based on 15 critic reviews.,"[{""start"": 0, ""end"": 15, ""label"": ""WORKOFART""}, {""start"": 35, ""end"": 38, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
479,It has a score of 22% on Rotten Tomatoes based on 23 reviews.,"[{""start"": 18, ""end"": 21, ""label"": ""AMOUNT""}, {""start"": 25, ""end"": 40, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
480,"He greatly appreciated Giuseppe Verdi's works and was particularly amazed by ""Il trovatore"".","[{""start"": 23, ""end"": 37, ""label"": ""PERSON""}, {""start"": 78, ""end"": 90, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
481,The Franklin D. Roosevelt administration proposed the New Deal to combat the depression.,"[{""start"": 4, ""end"": 25, ""label"": ""PERSON""}, {""start"": 54, ""end"": 62, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
482,"It is inspired by H. P. Lovecraft's short story ""The Call of Cthulhu"".","[{""start"": 18, ""end"": 33, ""label"": ""PERSON""}, {""start"": 49, ""end"": 68, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
483,"Swiss wing is also featured in the TVB cooking variety series ""So Good"".","[{""start"": 35, ""end"": 38, ""label"": ""ORGANIZATION""}, {""start"": 63, ""end"": 70, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
484,"Isaac Newton discovered this phenomenon and wrote about it in his book ""Opticks"".","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 72, ""end"": 79, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
485,"Sylvia Plath's ""The Bell Jar"" refers to insulin shock therapy in chapter 15.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 28, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
486,"He was also featured on two tracks on Mark Ronson's album ""Uptown Special"".","[{""start"": 38, ""end"": 49, ""label"": ""PERSON""}, {""start"": 59, ""end"": 73, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
487,"The legend has been examined several times on the Discovery Channel show ""MythBusters"".","[{""start"": 50, ""end"": 67, ""label"": ""ORGANIZATION""}, {""start"": 74, ""end"": 85, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
488,"3 ""and the"" Super Mario World ""cartoons, she was voiced by Tracey Moore.","[{""start"": 12, ""end"": 29, ""label"": ""WORKOFART""}, {""start"": 59, ""end"": 71, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
489,"A well-known instance of a themed lineup is Discovery Channel's annual ""Shark Week"".","[{""start"": 44, ""end"": 61, ""label"": ""ORGANIZATION""}, {""start"": 72, ""end"": 82, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
490,"It was voted number 356 in Colin Larkin's ""All Time Top 1000 Albums"".","[{""start"": 27, ""end"": 39, ""label"": ""PERSON""}, {""start"": 43, ""end"": 67, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
491,"The two would subsequently create and write ""Bonjour la Classe"", starring Nigel Planer.","[{""start"": 45, ""end"": 62, ""label"": ""WORKOFART""}, {""start"": 74, ""end"": 86, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
492,The Internet Broadway Database lists 20 productions of the opera on Broadway alone.,"[{""start"": 4, ""end"": 30, ""label"": ""WORKOFART""}, {""start"": 68, ""end"": 76, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
493,Film review aggregator website Rotten Tomatoes holds it at a 78% approval rating.,"[{""start"": 31, ""end"": 46, ""label"": ""WORKOFART""}, {""start"": 61, ""end"": 64, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
494,"During this time, she shared an office with Dick Clark from ""American Bandstand"".","[{""start"": 44, ""end"": 54, ""label"": ""PERSON""}, {""start"": 61, ""end"": 79, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
495,"This was almost two months before the infamous ""War of the Worlds"" broadcast.","[{""start"": 16, ""end"": 26, ""label"": ""TIMEDATE""}, {""start"": 48, ""end"": 65, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
496,"Another album recorded in the same sessions, ""Amnesiac"", was released the following year.","[{""start"": 46, ""end"": 54, ""label"": ""WORKOFART""}, {""start"": 74, ""end"": 88, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
497,"The film-critic aggregator Rotten Tomatoes reports 40% positive reviews, based on five critics.","[{""start"": 27, ""end"": 42, ""label"": ""WORKOFART""}, {""start"": 51, ""end"": 54, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
498,Review aggregator website Rotten Tomatoes reports a 40% rating based on 50 reviews.,"[{""start"": 26, ""end"": 41, ""label"": ""WORKOFART""}, {""start"": 52, ""end"": 55, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
499,"Two days later, he performed the song again on ""The Ellen DeGeneres Show"".","[{""start"": 0, ""end"": 8, ""label"": ""TIMEDATE""}, {""start"": 48, ""end"": 72, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
500,Rotten Tomatoes gave the film a score of 35% based on 155 reviews.,"[{""start"": 0, ""end"": 15, ""label"": ""WORKOFART""}, {""start"": 41, ""end"": 44, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
501,"""and"" The Shiny Show "", reaching up to 38% TV ratings on the latter.","[{""start"": 6, ""end"": 20, ""label"": ""WORKOFART""}, {""start"": 39, ""end"": 42, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
502,"He has also produced and wrote for Ariana Grande's second studio album ""My Everything"".","[{""start"": 35, ""end"": 48, ""label"": ""PERSON""}, {""start"": 72, ""end"": 85, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
503,"On review aggregator website Rotten Tomatoes, the film holds an approval rating of 97%.","[{""start"": 29, ""end"": 44, ""label"": ""WORKOFART""}, {""start"": 83, ""end"": 86, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
504,"Joe McElderry covered the song for his fourth studio album, ""Here's What I Believe"".","[{""start"": 0, ""end"": 13, ""label"": ""PERSON""}, {""start"": 61, ""end"": 82, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
505,"He also produced one season of ""Science Court"", another animated show made by Soup2Nuts.","[{""start"": 32, ""end"": 45, ""label"": ""WORKOFART""}, {""start"": 78, ""end"": 87, ""label"": ""ORGANIZATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
506,"The money was raised by collecting donations and screening Charlie Chaplin's film ""The Kid"".","[{""start"": 59, ""end"": 74, ""label"": ""PERSON""}, {""start"": 83, ""end"": 90, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
507,"On Rotten Tomatoes, the has an approval rating of 36% based on 42 reviews.","[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 50, ""end"": 53, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
508,"One of the best known psychonautical works is Aldous Huxley's ""The Doors of Perception"".","[{""start"": 46, ""end"": 59, ""label"": ""PERSON""}, {""start"": 63, ""end"": 86, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
509,"Since the period of ""Pax Britannica"" the United Kingdom has held significant soft power.","[{""start"": 21, ""end"": 35, ""label"": ""WORKOFART""}, {""start"": 41, ""end"": 55, ""label"": ""LOCATION""}]","{""source"": ""multinerd"", ""language"": ""en""}"
510,The film has a 20% approval rating on Rotten Tomatoes based on 5 reviews.,"[{""start"": 15, ""end"": 18, ""label"": ""AMOUNT""}, {""start"": 38, ""end"": 53, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
511,The film has a score of 69% on Rotten Tomatoes based on 16 reviews.,"[{""start"": 24, ""end"": 27, ""label"": ""AMOUNT""}, {""start"": 31, ""end"": 46, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
512,On Rotten Tomatoes it has an approval rating of 9% based on 105 reviews.,"[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 48, ""end"": 50, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
513,"The film starts with a duet scene of the opera ""Faust"" from Charles Gounod.","[{""start"": 48, ""end"": 53, ""label"": ""WORKOFART""}, {""start"": 60, ""end"": 74, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
514,"The game show ""Millionaire Hot Seat"" was moved to replace ""Extra"" at 5.30 pm.","[{""start"": 15, ""end"": 35, ""label"": ""WORKOFART""}, {""start"": 71, ""end"": 76, ""label"": ""TIMEDATE""}]","{""source"": ""multinerd"", ""language"": ""en""}"
515,Rotten Tomatoes reported that 18% of critics gave positive reviews based on 146 reviews.,"[{""start"": 0, ""end"": 15, ""label"": ""WORKOFART""}, {""start"": 30, ""end"": 33, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
516,On Rotten Tomatoes the film has a score of 12% based on 26 reviews.,"[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 43, ""end"": 46, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
517,The film holds a score of 83% on Rotten Tomatoes based on 18 reviews.,"[{""start"": 26, ""end"": 29, ""label"": ""AMOUNT""}, {""start"": 33, ""end"": 48, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
518,"It was based on the books ""The Secret Book of Gnomes"" by Wil Huygen.","[{""start"": 27, ""end"": 52, ""label"": ""WORKOFART""}, {""start"": 57, ""end"": 67, ""label"": ""PERSON""}]","{""source"": ""multinerd"", ""language"": ""en""}"
519,"On Rotten Tomatoes website the film has received 46% fresh rating, indicating mixed reviews.","[{""start"": 3, ""end"": 18, ""label"": ""WORKOFART""}, {""start"": 49, ""end"": 52, ""label"": ""AMOUNT""}]","{""source"": ""multinerd"", ""language"": ""en""}"
520,"This brawl was voted the top baseball brawl of all time by ESPN's ""SportCenter"".","[{""start"": 59, ""end"": 63, ""label"": ""ORGANIZATION""}, {""start"": 67, ""end"": 78, ""label"": ""WORKOFART""}]","{""source"": ""multinerd"", ""language"": ""en""}"
